Véhicule,Norme EURO,Mois,KM parcourus,Émissions CO2 (kg)
RENAULT MEX 37663-A-14,EURO 5,11,0,
RENAULT MEX 37663-A-14,EURO 5,12,0,
FORD MEX 58150-A-11,EURO 5,1,4291,802.417
FORD MEX 58150-A-11,EURO 5,2,0,
FORD MEX 58150-A-11,EURO 5,3,0,
FORD MEX 58150-A-11,EURO 5,4,0,
FORD MEX 58150-A-11,EURO 5,5,0,
FORD MEX 58150-A-11,EURO 5,6,0,
FORD MEX 58150-A-11,EURO 5,7,0,
FORD MEX 58150-A-11,EURO 5,8,0,
FORD MEX 58150-A-11,EURO 5,9,0,
FORD MEX 58150-A-11,EURO 5,10,0,
FORD MEX 58150-A-11,EURO 5,11,0,
FORD MEX 58150-A-11,EURO 5,12,0,
FORD MEX 58149-A-11,EURO 5,1,7276,1360.612
FORD MEX 58149-A-11,EURO 5,2,0,
FORD MEX 58149-A-11,EURO 5,3,0,
FORD MEX 58149-A-11,EURO 5,4,0,
FORD MEX 58149-A-11,EURO 5,5,0,
FORD MEX 58149-A-11,EURO 5,6,0,
FORD MEX 58149-A-11,EURO 5,7,0,
FORD MEX 58149-A-11,EURO 5,8,0,
FORD MEX 58149-A-11,EURO 5,9,0,
FORD MEX 58149-A-11,EURO 5,10,0,
FORD MEX 58149-A-11,EURO 5,11,0,
FORD MEX 58149-A-11,EURO 5,12,0,
IVECO MEX 58237-A-11,EURO 5,1,6981,1123.941
IVECO MEX 58237-A-11,EURO 5,2,0,
IVECO MEX 58237-A-11,EURO 5,3,0,
IVECO MEX 58237-A-11,EURO 5,4,0,
IVECO MEX 58237-A-11,EURO 5,5,0,
IVECO MEX 58237-A-11,EURO 5,6,0,
IVECO MEX 58237-A-11,EURO 5,7,0,
IVECO MEX 58237-A-11,EURO 5,8,0,
IVECO MEX 58237-A-11,EURO 5,9,0,
IVECO MEX 58237-A-11,EURO 5,10,0,
IVECO MEX 58237-A-11,EURO 5,11,0,
IVECO MEX 58237-A-11,EURO 5,12,0,
IVECO MEX 58238-A-11,EURO 5,1,7236,1164.996
IVECO MEX 58238-A-11,EURO 5,2,0,
IVECO MEX 58238-A-11,EURO 5,3,0,
IVECO MEX 58238-A-11,EURO 5,4,0,
IVECO MEX 58238-A-11,EURO 5,5,0,
IVECO MEX 58238-A-11,EURO 5,6,0,
IVECO MEX 58238-A-11,EURO 5,7,0,
IVECO MEX 58238-A-11,EURO 5,8,0,
IVECO MEX 58238-A-11,EURO 5,9,0,
IVECO MEX 58238-A-11,EURO 5,10,0,
IVECO MEX 58238-A-11,EURO 5,11,0,
IVECO MEX 58238-A-11,EURO 5,12,0,
IVECO MEX 58239-A-11,EURO 5,1,4958,798.238
IVECO MEX 58239-A-11,EURO 5,2,0,
IVECO MEX 58239-A-11,EURO 5,3,0,
IVECO MEX 58239-A-11,EURO 5,4,0,
IVECO MEX 58239-A-11,EURO 5,5,0,
IVECO MEX 58239-A-11,EURO 5,6,0,
IVECO MEX 58239-A-11,EURO 5,7,0,
IVECO MEX 58239-A-11,EURO 5,8,0,
IVECO MEX 58239-A-11,EURO 5,9,0,
IVECO MEX 58239-A-11,EURO 5,10,0,
IVECO MEX 58239-A-11,EURO 5,11,0,
IVECO MEX 58239-A-11,EURO 5,12,0,
IVECO MEX 58240-A-11,EURO 5,1,5556,894.516
IVECO MEX 58240-A-11,EURO 5,2,0,
IVECO MEX 58240-A-11,EURO 5,3,0,
IVECO MEX 58240-A-11,EURO 5,4,0,
IVECO MEX 58240-A-11,EURO 5,5,0,
IVECO MEX 58240-A-11,EURO 5,6,0,
IVECO MEX 58240-A-11,EURO 5,7,0,
IVECO MEX 58240-A-11,EURO 5,8,0,
IVECO MEX 58240-A-11,EURO 5,9,0,
IVECO MEX 58240-A-11,EURO 5,10,0,
IVECO MEX 58240-A-11,EURO 5,11,0,
IVECO MEX 58240-A-11,EURO 5,12,0,
IVECO MEX 58241-A-11,EURO 5,1,4667,751.387
IVECO MEX 58241-A-11,EURO 5,2,0,
IVECO MEX 58241-A-11,EURO 5,3,0,
IVECO MEX 58241-A-11,EURO 5,4,0,
IVECO MEX 58241-A-11,EURO 5,5,0,
IVECO MEX 58241-A-11,EURO 5,6,0,
IVECO MEX 58241-A-11,EURO 5,7,0,
IVECO MEX 58241-A-11,EURO 5,8,0,
IVECO MEX 58241-A-11,EURO 5,9,0,
IVECO MEX 58241-A-11,EURO 5,10,0,
IVECO MEX 58241-A-11,EURO 5,11,0,
IVECO MEX 58241-A-11,EURO 5,12,0,
IVECO MEX 58290-A-11,EURO 5,1,7795,1254.995
IVECO MEX 58290-A-11,EURO 5,2,0,
IVECO MEX 58290-A-11,EURO 5,3,0,
IVECO MEX 58290-A-11,EURO 5,4,0,
IVECO MEX 58290-A-11,EURO 5,5,0,
IVECO MEX 58290-A-11,EURO 5,6,0,
IVECO MEX 58290-A-11,EURO 5,7,0,
IVECO MEX 58290-A-11,EURO 5,8,0,
IVECO MEX 58290-A-11,EURO 5,9,0,
IVECO MEX 58290-A-11,EURO 5,10,0,
IVECO MEX 58290-A-11,EURO 5,11,0,
IVECO MEX 58290-A-11,EURO 5,12,0,
IVECO MEX 58289-A-11,EURO 5,1,3935,633.535
IVECO MEX 58289-A-11,EURO 5,2,0,
IVECO MEX 58289-A-11,EURO 5,3,0,
IVECO MEX 58289-A-11,EURO 5,4,0,
IVECO MEX 58289-A-11,EURO 5,5,0,
IVECO MEX 58289-A-11,EURO 5,6,0,
IVECO MEX 58289-A-11,EURO 5,7,0,
IVECO MEX 58289-A-11,EURO 5,8,0,
IVECO MEX 58289-A-11,EURO 5,9,0,
IVECO MEX 58289-A-11,EURO 5,10,0,
IVECO MEX 58289-A-11,EURO 5,11,0,
IVECO MEX 58289-A-11,EURO 5,12,0,
IVECO MEX 58303-A-11,EURO 5,1,4291,690.851
IVECO MEX 58303-A-11,EURO 5,2,0,
IVECO MEX 58303-A-11,EURO 5,3,0,
IVECO MEX 58303-A-11,EURO 5,4,0,
IVECO MEX 58303-A-11,EURO 5,5,0,
IVECO MEX 58303-A-11,EURO 5,6,0,
IVECO MEX 58303-A-11,EURO 5,7,0,
IVECO MEX 58303-A-11,EURO 5,8,0,
IVECO MEX 58303-A-11,EURO 5,9,0,
IVECO MEX 58303-A-11,EURO 5,10,0,
IVECO MEX 58303-A-11,EURO 5,11,0,
IVECO MEX 58303-A-11,EURO 5,12,0,
IVECO MEX 58302-A-11,EURO 5,1,3823,615.503
IVECO MEX 58302-A-11,EURO 5,2,0,
IVECO MEX 58302-A-11,EURO 5,3,0,
IVECO MEX 58302-A-11,EURO 5,4,0,
IVECO MEX 58302-A-11,EURO 5,5,0,
IVECO MEX 58302-A-11,EURO 5,6,0,
IVECO MEX 58302-A-11,EURO 5,7,0,
IVECO MEX 58302-A-11,EURO 5,8,0,
IVECO MEX 58302-A-11,EURO 5,9,0,
IVECO MEX 58302-A-11,EURO 5,10,0,
IVECO MEX 58302-A-11,EURO 5,11,0,
IVECO MEX 58302-A-11,EURO 5,12,0,
IVECO MEX 58299-A-11,EURO 5,1,7795,1254.995
IVECO MEX 58299-A-11,EURO 5,2,0,
IVECO MEX 58299-A-11,EURO 5,3,0,
IVECO MEX 58299-A-11,EURO 5,4,0,
IVECO MEX 58299-A-11,EURO 5,5,0,
IVECO MEX 58299-A-11,EURO 5,6,0,
IVECO MEX 58299-A-11,EURO 5,7,0,
IVECO MEX 58299-A-11,EURO 5,8,0,
IVECO MEX 58299-A-11,EURO 5,9,0,
IVECO MEX 58299-A-11,EURO 5,10,0,
IVECO MEX 58299-A-11,EURO 5,11,0,
IVECO MEX 58299-A-11,EURO 5,12,0,
IVECO MEX 58300-A-11,EURO 5,1,4347,699.867
IVECO MEX 58300-A-11,EURO 5,2,0,
IVECO MEX 58300-A-11,EURO 5,3,0,
IVECO MEX 58300-A-11,EURO 5,4,0,
IVECO MEX 58300-A-11,EURO 5,5,0,
IVECO MEX 58300-A-11,EURO 5,6,0,
IVECO MEX 58300-A-11,EURO 5,7,0,
IVECO MEX 58300-A-11,EURO 5,8,0,
IVECO MEX 58300-A-11,EURO 5,9,0,
IVECO MEX 58300-A-11,EURO 5,10,0,
IVECO MEX 58300-A-11,EURO 5,11,0,
IVECO MEX 58300-A-11,EURO 5,12,0,
IVECO MEX 58301-A-11,EURO 5,1,4164,670.404
IVECO MEX 58301-A-11,EURO 5,2,0,
IVECO MEX 58301-A-11,EURO 5,3,0,
IVECO MEX 58301-A-11,EURO 5,4,0,
IVECO MEX 58301-A-11,EURO 5,5,0,
IVECO MEX 58301-A-11,EURO 5,6,0,
IVECO MEX 58301-A-11,EURO 5,7,0,
IVECO MEX 58301-A-11,EURO 5,8,0,
IVECO MEX 58301-A-11,EURO 5,9,0,
IVECO MEX 58301-A-11,EURO 5,10,0,
IVECO MEX 58301-A-11,EURO 5,11,0,
IVECO MEX 58301-A-11,EURO 5,12,0,
IVECO MEX 58293-A-11,EURO 5,1,3487,561.407
IVECO MEX 58293-A-11,EURO 5,2,0,
IVECO MEX 58293-A-11,EURO 5,3,0,
IVECO MEX 58293-A-11,EURO 5,4,0,
IVECO MEX 58293-A-11,EURO 5,5,0,
IVECO MEX 58293-A-11,EURO 5,6,0,
IVECO MEX 58293-A-11,EURO 5,7,0,
IVECO MEX 58293-A-11,EURO 5,8,0,
IVECO MEX 58293-A-11,EURO 5,9,0,
IVECO MEX 58293-A-11,EURO 5,10,0,
IVECO MEX 58293-A-11,EURO 5,11,0,
IVECO MEX 58293-A-11,EURO 5,12,0,
IVECO MEX 58292-A-11,EURO 5,1,3830,616.63
IVECO MEX 58292-A-11,EURO 5,2,0,
IVECO MEX 58292-A-11,EURO 5,3,0,
IVECO MEX 58292-A-11,EURO 5,4,0,
IVECO MEX 58292-A-11,EURO 5,5,0,
IVECO MEX 58292-A-11,EURO 5,6,0,
IVECO MEX 58292-A-11,EURO 5,7,0,
IVECO MEX 58292-A-11,EURO 5,8,0,
IVECO MEX 58292-A-11,EURO 5,9,0,
IVECO MEX 58292-A-11,EURO 5,10,0,
IVECO MEX 58292-A-11,EURO 5,11,0,
IVECO MEX 58292-A-11,EURO 5,12,0,
IVECO MEX 58291-A-11,EURO 5,1,4182,673.302
IVECO MEX 58291-A-11,EURO 5,2,0,
IVECO MEX 58291-A-11,EURO 5,3,0,
IVECO MEX 58291-A-11,EURO 5,4,0,
IVECO MEX 58291-A-11,EURO 5,5,0,
IVECO MEX 58291-A-11,EURO 5,6,0,
IVECO MEX 58291-A-11,EURO 5,7,0,
IVECO MEX 58291-A-11,EURO 5,8,0,
IVECO MEX 58291-A-11,EURO 5,9,0,
IVECO MEX 58291-A-11,EURO 5,10,0,
IVECO MEX 58291-A-11,EURO 5,11,0,
IVECO MEX 58291-A-11,EURO 5,12,0,
IVECO MEX 58294-A-11,EURO 5,1,5007,806.127
IVECO MEX 58294-A-11,EURO 5,2,0,
IVECO MEX 58294-A-11,EURO 5,3,0,
IVECO MEX 58294-A-11,EURO 5,4,0,
IVECO MEX 58294-A-11,EURO 5,5,0,
IVECO MEX 58294-A-11,EURO 5,6,0,
IVECO MEX 58294-A-11,EURO 5,7,0,
IVECO MEX 58294-A-11,EURO 5,8,0,
IVECO MEX 58294-A-11,EURO 5,9,0,
IVECO MEX 58294-A-11,EURO 5,10,0,
IVECO MEX 58294-A-11,EURO 5,11,0,
IVECO MEX 58294-A-11,EURO 5,12,0,
IVECO MEX 58297-A-11,EURO 5,1,4553,733.033
IVECO MEX 58297-A-11,EURO 5,2,0,
IVECO MEX 58297-A-11,EURO 5,3,0,
IVECO MEX 58297-A-11,EURO 5,4,0,
IVECO MEX 58297-A-11,EURO 5,5,0,
IVECO MEX 58297-A-11,EURO 5,6,0,
IVECO MEX 58297-A-11,EURO 5,7,0,
IVECO MEX 58297-A-11,EURO 5,8,0,
IVECO MEX 58297-A-11,EURO 5,9,0,
IVECO MEX 58297-A-11,EURO 5,10,0,
IVECO MEX 58297-A-11,EURO 5,11,0,
IVECO MEX 58297-A-11,EURO 5,12,0,
IVECO MEX 58295-A-11,EURO 5,1,4343,699.223
IVECO MEX 58295-A-11,EURO 5,2,0,
IVECO MEX 58295-A-11,EURO 5,3,0,
IVECO MEX 58295-A-11,EURO 5,4,0,
IVECO MEX 58295-A-11,EURO 5,5,0,
IVECO MEX 58295-A-11,EURO 5,6,0,
IVECO MEX 58295-A-11,EURO 5,7,0,
IVECO MEX 58295-A-11,EURO 5,8,0,
IVECO MEX 58295-A-11,EURO 5,9,0,
IVECO MEX 58295-A-11,EURO 5,10,0,
IVECO MEX 58295-A-11,EURO 5,11,0,
IVECO MEX 58295-A-11,EURO 5,12,0,
IVECO MEX 58296-A-11,EURO 5,1,4562,734.482
IVECO MEX 58296-A-11,EURO 5,2,0,
IVECO MEX 58296-A-11,EURO 5,3,0,
IVECO MEX 58296-A-11,EURO 5,4,0,
IVECO MEX 58296-A-11,EURO 5,5,0,
IVECO MEX 58296-A-11,EURO 5,6,0,
IVECO MEX 58296-A-11,EURO 5,7,0,
IVECO MEX 58296-A-11,EURO 5,8,0,
IVECO MEX 58296-A-11,EURO 5,9,0,
IVECO MEX 58296-A-11,EURO 5,10,0,
IVECO MEX 58296-A-11,EURO 5,11,0,
IVECO MEX 58296-A-11,EURO 5,12,0,
RENAULT MEX 58361-A-11,EURO 6,1,6772,1313.768
RENAULT MEX 58361-A-11,EURO 6,2,0,
RENAULT MEX 58361-A-11,EURO 6,3,0,
RENAULT MEX 58361-A-11,EURO 6,4,0,
RENAULT MEX 58361-A-11,EURO 6,5,0,
RENAULT MEX 58361-A-11,EURO 6,6,0,
RENAULT MEX 58361-A-11,EURO 6,7,0,
RENAULT MEX 58361-A-11,EURO 6,8,0,
RENAULT MEX 58361-A-11,EURO 6,9,0,
RENAULT MEX 58361-A-11,EURO 6,10,0,
RENAULT MEX 58361-A-11,EURO 6,11,0,
RENAULT MEX 58361-A-11,EURO 6,12,0,
RENAULT MEX 58357-A-11,EURO 6,1,6823,1323.662
RENAULT MEX 58357-A-11,EURO 6,2,0,
RENAULT MEX 58357-A-11,EURO 6,3,0,
RENAULT MEX 58357-A-11,EURO 6,4,0,
RENAULT MEX 58357-A-11,EURO 6,5,0,
RENAULT MEX 58357-A-11,EURO 6,6,0,
RENAULT MEX 58357-A-11,EURO 6,7,0,
RENAULT MEX 58357-A-11,EURO 6,8,0,
RENAULT MEX 58357-A-11,EURO 6,9,0,
RENAULT MEX 58357-A-11,EURO 6,10,0,
RENAULT MEX 58357-A-11,EURO 6,11,0,
RENAULT MEX 58357-A-11,EURO 6,12,0,
RENAULT MLE 58355-A-11,EURO 6,1,6413,1244.122
RENAULT MLE 58355-A-11,EURO 6,2,0,
RENAULT MLE 58355-A-11,EURO 6,3,0,
RENAULT MLE 58355-A-11,EURO 6,4,0,
RENAULT MLE 58355-A-11,EURO 6,5,0,
RENAULT MLE 58355-A-11,EURO 6,6,0,
RENAULT MLE 58355-A-11,EURO 6,7,0,
RENAULT MLE 58355-A-11,EURO 6,8,0,
RENAULT MLE 58355-A-11,EURO 6,9,0,
RENAULT MLE 58355-A-11,EURO 6,10,0,
RENAULT MLE 58355-A-11,EURO 6,11,0,
RENAULT MLE 58355-A-11,EURO 6,12,0,
RENAULT MEX 58358-A-11,EURO 6,1,7373,1430.362
RENAULT MEX 58358-A-11,EURO 6,2,0,
RENAULT MEX 58358-A-11,EURO 6,3,0,
RENAULT MEX 58358-A-11,EURO 6,4,0,
RENAULT MEX 58358-A-11,EURO 6,5,0,
RENAULT MEX 58358-A-11,EURO 6,6,0,
RENAULT MEX 58358-A-11,EURO 6,7,0,
RENAULT MEX 58358-A-11,EURO 6,8,0,
RENAULT MEX 58358-A-11,EURO 6,9,0,
RENAULT MEX 58358-A-11,EURO 6,10,0,
RENAULT MEX 58358-A-11,EURO 6,11,0,
RENAULT MEX 58358-A-11,EURO 6,12,0,
RENAULT MEX 58359-A-11,EURO 6,1,6823,1323.662
RENAULT MEX 58359-A-11,EURO 6,2,0,
RENAULT MEX 58359-A-11,EURO 6,3,0,
RENAULT MEX 58359-A-11,EURO 6,4,0,
RENAULT MEX 58359-A-11,EURO 6,5,0,
RENAULT MEX 58359-A-11,EURO 6,6,0,
RENAULT MEX 58359-A-11,EURO 6,7,0,
RENAULT MEX 58359-A-11,EURO 6,8,0,
RENAULT MEX 58359-A-11,EURO 6,9,0,
RENAULT MEX 58359-A-11,EURO 6,10,0,
RENAULT MEX 58359-A-11,EURO 6,11,0,
RENAULT MEX 58359-A-11,EURO 6,12,0,
RENAULT MEX 58354-A-11,EURO 6,1,6196,1202.024
RENAULT MEX 58354-A-11,EURO 6,2,0,
RENAULT MEX 58354-A-11,EURO 6,3,0,
RENAULT MEX 58354-A-11,EURO 6,4,0,
RENAULT MEX 58354-A-11,EURO 6,5,0,
RENAULT MEX 58354-A-11,EURO 6,6,0,
RENAULT MEX 58354-A-11,EURO 6,7,0,
RENAULT MEX 58354-A-11,EURO 6,8,0,
RENAULT MEX 58354-A-11,EURO 6,9,0,
RENAULT MEX 58354-A-11,EURO 6,10,0,
RENAULT MEX 58354-A-11,EURO 6,11,0,
RENAULT MEX 58354-A-11,EURO 6,12,0,
RENAULT MEX 58356-A-11,EURO 6,1,6617,1283.698
RENAULT MEX 58356-A-11,EURO 6,2,0,
RENAULT MEX 58356-A-11,EURO 6,3,0,
RENAULT MEX 58356-A-11,EURO 6,4,0,
RENAULT MEX 58356-A-11,EURO 6,5,0,
RENAULT MEX 58356-A-11,EURO 6,6,0,
RENAULT MEX 58356-A-11,EURO 6,7,0,
RENAULT MEX 58356-A-11,EURO 6,8,0,
RENAULT MEX 58356-A-11,EURO 6,9,0,
RENAULT MEX 58356-A-11,EURO 6,10,0,
RENAULT MEX 58356-A-11,EURO 6,11,0,
RENAULT MEX 58356-A-11,EURO 6,12,0,
RENAULT MEX 58363-A-11,EURO 6,1,3102,601.788
RENAULT MEX 58363-A-11,EURO 6,2,0,
RENAULT MEX 58363-A-11,EURO 6,3,0,
RENAULT MEX 58363-A-11,EURO 6,4,0,
RENAULT MEX 58363-A-11,EURO 6,5,0,
RENAULT MEX 58363-A-11,EURO 6,6,0,
RENAULT MEX 58363-A-11,EURO 6,7,0,
RENAULT MEX 58363-A-11,EURO 6,8,0,
RENAULT MEX 58363-A-11,EURO 6,9,0,
RENAULT MEX 58363-A-11,EURO 6,10,0,
RENAULT MEX 58363-A-11,EURO 6,11,0,
RENAULT MEX 58363-A-11,EURO 6,12,0,
RENAULT MEX 58360-A-11,EURO 6,1,8630,1674.22
RENAULT MEX 58360-A-11,EURO 6,2,0,
RENAULT MEX 58360-A-11,EURO 6,3,0,
RENAULT MEX 58360-A-11,EURO 6,4,0,
RENAULT MEX 58360-A-11,EURO 6,5,0,
RENAULT MEX 58360-A-11,EURO 6,6,0,
RENAULT MEX 58360-A-11,EURO 6,7,0,
RENAULT MEX 58360-A-11,EURO 6,8,0,
RENAULT MEX 58360-A-11,EURO 6,9,0,
RENAULT MEX 58360-A-11,EURO 6,10,0,
RENAULT MEX 58360-A-11,EURO 6,11,0,
RENAULT MEX 58360-A-11,EURO 6,12,0,
RENAULT MEX 58364-A-11,EURO 6,1,7373,1430.362
RENAULT MEX 58364-A-11,EURO 6,2,0,
RENAULT MEX 58364-A-11,EURO 6,3,0,
RENAULT MEX 58364-A-11,EURO 6,4,0,
RENAULT MEX 58364-A-11,EURO 6,5,0,
RENAULT MEX 58364-A-11,EURO 6,6,0,
RENAULT MEX 58364-A-11,EURO 6,7,0,
RENAULT MEX 58364-A-11,EURO 6,8,0,
RENAULT MEX 58364-A-11,EURO 6,9,0,
RENAULT MEX 58364-A-11,EURO 6,10,0,
RENAULT MEX 58364-A-11,EURO 6,11,0,
RENAULT MEX 58364-A-11,EURO 6,12,0,
RENAULT MEX 58362-A-11,EURO 6,1,6823,1323.662
RENAULT MEX 58362-A-11,EURO 6,2,0,
RENAULT MEX 58362-A-11,EURO 6,3,0,
RENAULT MEX 58362-A-11,EURO 6,4,0,
RENAULT MEX 58362-A-11,EURO 6,5,0,
RENAULT MEX 58362-A-11,EURO 6,6,0,
RENAULT MEX 58362-A-11,EURO 6,7,0,
RENAULT MEX 58362-A-11,EURO 6,8,0,
RENAULT MEX 58362-A-11,EURO 6,9,0,
RENAULT MEX 58362-A-11,EURO 6,10,0,
RENAULT MEX 58362-A-11,EURO 6,11,0,
RENAULT MEX 58362-A-11,EURO 6,12,0,
RENAULT MEX 58365-A-11,EURO 6,1,2935,569.39
RENAULT MEX 58365-A-11,EURO 6,2,0,
RENAULT MEX 58365-A-11,EURO 6,3,0,
RENAULT MEX 58365-A-11,EURO 6,4,0,
RENAULT MEX 58365-A-11,EURO 6,5,0,
RENAULT MEX 58365-A-11,EURO 6,6,0,
RENAULT MEX 58365-A-11,EURO 6,7,0,
RENAULT MEX 58365-A-11,EURO 6,8,0,
RENAULT MEX 58365-A-11,EURO 6,9,0,
RENAULT MEX 58365-A-11,EURO 6,10,0,
RENAULT MEX 58365-A-11,EURO 6,11,0,
RENAULT MEX 58365-A-11,EURO 6,12,0,
RENAULT MEX 58475-A-11,EURO 6,1,7137,1384.578
RENAULT MEX 58475-A-11,EURO 6,2,0,
RENAULT MEX 58475-A-11,EURO 6,3,0,
RENAULT MEX 58475-A-11,EURO 6,4,0,
RENAULT MEX 58475-A-11,EURO 6,5,0,
RENAULT MEX 58475-A-11,EURO 6,6,0,
RENAULT MEX 58475-A-11,EURO 6,7,0,
RENAULT MEX 58475-A-11,EURO 6,8,0,
RENAULT MEX 58475-A-11,EURO 6,9,0,
RENAULT MEX 58475-A-11,EURO 6,10,0,
RENAULT MEX 58475-A-11,EURO 6,11,0,
RENAULT MEX 58475-A-11,EURO 6,12,0,
HYUNDAI MEX 58680-A-11,EURO 5,1,7500,1537.5
HYUNDAI MEX 58680-A-11,EURO 5,2,0,
HYUNDAI MEX 58680-A-11,EURO 5,3,0,
HYUNDAI MEX 58680-A-11,EURO 5,4,0,
HYUNDAI MEX 58680-A-11,EURO 5,5,0,
HYUNDAI MEX 58680-A-11,EURO 5,6,0,
HYUNDAI MEX 58680-A-11,EURO 5,7,0,
HYUNDAI MEX 58680-A-11,EURO 5,8,0,
HYUNDAI MEX 58680-A-11,EURO 5,9,0,
HYUNDAI MEX 58680-A-11,EURO 5,10,0,
HYUNDAI MEX 58680-A-11,EURO 5,11,0,
HYUNDAI MEX 58680-A-11,EURO 5,12,0,
HYUNDAI MEX  58681-A-11,EURO 5,1,6381,1308.105
HYUNDAI MEX  58681-A-11,EURO 5,2,0,
HYUNDAI MEX  58681-A-11,EURO 5,3,0,
HYUNDAI MEX  58681-A-11,EURO 5,4,0,
HYUNDAI MEX  58681-A-11,EURO 5,5,0,
HYUNDAI MEX  58681-A-11,EURO 5,6,0,
HYUNDAI MEX  58681-A-11,EURO 5,7,0,
HYUNDAI MEX  58681-A-11,EURO 5,8,0,
HYUNDAI MEX  58681-A-11,EURO 5,9,0,
HYUNDAI MEX  58681-A-11,EURO 5,10,0,
HYUNDAI MEX  58681-A-11,EURO 5,11,0,
HYUNDAI MEX  58681-A-11,EURO 5,12,0,
HYUNDAI MEX 58679-A-11,EURO 5,1,6413,1314.665
HYUNDAI MEX 58679-A-11,EURO 5,2,0,
HYUNDAI MEX 58679-A-11,EURO 5,3,0,
HYUNDAI MEX 58679-A-11,EURO 5,4,0,
HYUNDAI MEX 58679-A-11,EURO 5,5,0,
HYUNDAI MEX 58679-A-11,EURO 5,6,0,
HYUNDAI MEX 58679-A-11,EURO 5,7,0,
HYUNDAI MEX 58679-A-11,EURO 5,8,0,
HYUNDAI MEX 58679-A-11,EURO 5,9,0,
HYUNDAI MEX 58679-A-11,EURO 5,10,0,
HYUNDAI MEX 58679-A-11,EURO 5,11,0,
HYUNDAI MEX 58679-A-11,EURO 5,12,0,
IVECO MEX 58550-A-11,EURO 5,1,7373,1187.053
IVECO MEX 58550-A-11,EURO 5,2,0,
IVECO MEX 58550-A-11,EURO 5,3,0,
IVECO MEX 58550-A-11,EURO 5,4,0,
IVECO MEX 58550-A-11,EURO 5,5,0,
IVECO MEX 58550-A-11,EURO 5,6,0,
IVECO MEX 58550-A-11,EURO 5,7,0,
IVECO MEX 58550-A-11,EURO 5,8,0,
IVECO MEX 58550-A-11,EURO 5,9,0,
IVECO MEX 58550-A-11,EURO 5,10,0,
IVECO MEX 58550-A-11,EURO 5,11,0,
IVECO MEX 58550-A-11,EURO 5,12,0,
IVECO MEX 58551-A-11,EURO 5,1,7473,1203.153
IVECO MEX 58551-A-11,EURO 5,2,0,
IVECO MEX 58551-A-11,EURO 5,3,0,
IVECO MEX 58551-A-11,EURO 5,4,0,
IVECO MEX 58551-A-11,EURO 5,5,0,
IVECO MEX 58551-A-11,EURO 5,6,0,
IVECO MEX 58551-A-11,EURO 5,7,0,
IVECO MEX 58551-A-11,EURO 5,8,0,
IVECO MEX 58551-A-11,EURO 5,9,0,
IVECO MEX 58551-A-11,EURO 5,10,0,
IVECO MEX 58551-A-11,EURO 5,11,0,
IVECO MEX 58551-A-11,EURO 5,12,0,
IVECO MEX 58606-A-11,EURO 5,1,6964,1121.204
IVECO MEX 58606-A-11,EURO 5,2,0,
IVECO MEX 58606-A-11,EURO 5,3,0,
IVECO MEX 58606-A-11,EURO 5,4,0,
IVECO MEX 58606-A-11,EURO 5,5,0,
IVECO MEX 58606-A-11,EURO 5,6,0,
IVECO MEX 58606-A-11,EURO 5,7,0,
IVECO MEX 58606-A-11,EURO 5,8,0,
IVECO MEX 58606-A-11,EURO 5,9,0,
IVECO MEX 58606-A-11,EURO 5,10,0,
IVECO MEX 58606-A-11,EURO 5,11,0,
IVECO MEX 58606-A-11,EURO 5,12,0,
IVECO MEX 58604-A-11,EURO 5,1,6578,1059.058
IVECO MEX 58604-A-11,EURO 5,2,0,
IVECO MEX 58604-A-11,EURO 5,3,0,
IVECO MEX 58604-A-11,EURO 5,4,0,
IVECO MEX 58604-A-11,EURO 5,5,0,
IVECO MEX 58604-A-11,EURO 5,6,0,
IVECO MEX 58604-A-11,EURO 5,7,0,
IVECO MEX 58604-A-11,EURO 5,8,0,
IVECO MEX 58604-A-11,EURO 5,9,0,
IVECO MEX 58604-A-11,EURO 5,10,0,
IVECO MEX 58604-A-11,EURO 5,11,0,
IVECO MEX 58604-A-11,EURO 5,12,0,
IVECO MEX 58605-A-11,EURO 5,1,7137,1149.057
IVECO MEX 58605-A-11,EURO 5,2,0,
IVECO MEX 58605-A-11,EURO 5,3,0,
IVECO MEX 58605-A-11,EURO 5,4,0,
IVECO MEX 58605-A-11,EURO 5,5,0,
IVECO MEX 58605-A-11,EURO 5,6,0,
IVECO MEX 58605-A-11,EURO 5,7,0,
IVECO MEX 58605-A-11,EURO 5,8,0,
IVECO MEX 58605-A-11,EURO 5,9,0,
IVECO MEX 58605-A-11,EURO 5,10,0,
IVECO MEX 58605-A-11,EURO 5,11,0,
IVECO MEX 58605-A-11,EURO 5,12,0,
IVECO MEX 58603-A-11,EURO 5,1,8135,1309.735
IVECO MEX 58603-A-11,EURO 5,2,0,
IVECO MEX 58603-A-11,EURO 5,3,0,
IVECO MEX 58603-A-11,EURO 5,4,0,
IVECO MEX 58603-A-11,EURO 5,5,0,
IVECO MEX 58603-A-11,EURO 5,6,0,
IVECO MEX 58603-A-11,EURO 5,7,0,
IVECO MEX 58603-A-11,EURO 5,8,0,
IVECO MEX 58603-A-11,EURO 5,9,0,
IVECO MEX 58603-A-11,EURO 5,10,0,
IVECO MEX 58603-A-11,EURO 5,11,0,
IVECO MEX 58603-A-11,EURO 5,12,0,
IVECO MEX 58602-A-11,EURO 5,1,6413,1032.493
